排名,杠杆倍数,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,总盈亏,总收益率%,平均盈利%,平均亏损%,盈亏比
10192,80,60,25,0.54,1132,326,806,28.80,-5.9000,-0.52,0.750,-0.312,2.40
10193,65,60,35,0.22,4268,1549,2719,36.29,-22.2500,-0.52,0.923,-0.538,1.71
10194,35,50,30,0.44,1688,622,1066,36.85,-8.8000,-0.52,1.429,-0.857,1.67
10195,30,50,30,0.44,1688,622,1066,36.85,-8.8000,-0.52,1.667,-1.000,1.67
10196,80,50,30,0.44,1688,622,1066,36.85,-8.8000,-0.52,0.625,-0.375,1.67
10197,35,40,20,0.44,1688,548,1140,32.46,-8.8000,-0.52,1.143,-0.571,2.00
10198,85,65,35,0.23,4104,1415,2689,34.48,-21.4000,-0.52,0.765,-0.412,1.86
10199,50,45,20,0.52,1208,362,846,29.97,-6.3000,-0.52,0.900,-0.400,2.25
10200,30,45,20,0.52,1208,362,846,29.97,-6.3000,-0.52,1.500,-0.667,2.25
10201,45,55,25,0.27,3461,1059,2402,30.60,-18.0500,-0.52,1.222,-0.556,2.20
10202,35,55,30,0.42,1831,635,1196,34.68,-9.5500,-0.52,1.571,-0.857,1.83
10203,70,65,25,0.42,1831,498,1333,27.20,-9.5500,-0.52,0.929,-0.357,2.60
10204,60,65,25,0.42,1831,498,1333,27.20,-9.5500,-0.52,1.083,-0.417,2.60
10205,40,40,25,0.24,3930,1480,2450,37.66,-20.5000,-0.52,1.000,-0.625,1.60
10206,75,70,45,0.24,3930,1520,2410,38.68,-20.5000,-0.52,0.933,-0.600,1.56
10207,60,65,35,0.24,3930,1355,2575,34.48,-20.5000,-0.52,1.083,-0.583,1.86
10208,75,65,35,0.24,3930,1355,2575,34.48,-20.5000,-0.52,0.867,-0.467,1.86
10209,40,55,20,0.21,4428,1150,3278,25.97,-23.1000,-0.52,1.375,-0.500,2.75
10210,65,50,20,0.36,2336,650,1686,27.83,-12.2000,-0.52,0.769,-0.308,2.50
10211,45,35,20,0.29,3188,1129,2059,35.41,-16.6500,-0.52,0.778,-0.444,1.75
10212,65,55,35,0.22,4268,1635,2633,38.31,-22.3000,-0.52,0.846,-0.538,1.57
10213,45,55,25,0.3,3033,928,2105,30.60,-15.8500,-0.52,1.222,-0.556,2.20
10214,60,65,20,0.3,3033,695,2338,22.91,-15.8500,-0.52,1.083,-0.333,3.25
10215,60,55,25,0.3,3033,928,2105,30.60,-15.8500,-0.52,0.917,-0.417,2.20
10216,45,40,20,0.41,1913,621,1292,32.46,-10.0000,-0.52,0.889,-0.444,2.00
10217,25,45,25,0.4,1999,699,1300,34.97,-10.4500,-0.52,1.800,-1.000,1.80
10218,65,45,20,0.4,1999,599,1400,29.96,-10.4500,-0.52,0.692,-0.308,2.25
10219,60,45,25,0.4,1999,699,1300,34.97,-10.4500,-0.52,0.750,-0.417,1.80
10220,65,60,35,0.21,4428,1607,2821,36.29,-23.1500,-0.52,0.923,-0.538,1.71
10221,60,50,25,0.32,2773,905,1868,32.64,-14.5000,-0.52,0.833,-0.417,2.00
10222,25,55,20,0.23,4101,1065,3036,25.97,-21.4500,-0.52,2.200,-0.800,2.75
10223,80,60,25,0.34,2542,732,1810,28.80,-13.3000,-0.52,0.750,-0.312,2.40
10224,25,40,20,0.39,2064,670,1394,32.46,-10.8000,-0.52,1.600,-0.800,2.00
10225,80,40,25,0.37,2236,842,1394,37.66,-11.7000,-0.52,0.500,-0.312,1.60
10226,30,70,45,0.25,3744,1448,2296,38.68,-19.6000,-0.52,2.333,-1.500,1.56
10227,40,65,40,0.46,1556,585,971,37.60,-8.1500,-0.52,1.625,-1.000,1.62
10228,60,65,25,0.29,3188,867,2321,27.20,-16.7000,-0.52,1.083,-0.417,2.60
10229,85,65,35,0.26,3617,1247,2370,34.48,-18.9500,-0.52,0.765,-0.412,1.86
10230,45,50,20,0.21,4428,1232,3196,27.82,-23.2000,-0.52,1.111,-0.444,2.50
10231,90,45,30,0.3,3033,1192,1841,39.30,-15.9000,-0.52,0.500,-0.333,1.50
10232,40,35,20,0.45,1621,574,1047,35.41,-8.5000,-0.52,0.875,-0.500,1.75
10233,80,50,25,0.45,1621,529,1092,32.63,-8.5000,-0.52,0.625,-0.312,2.00
10234,75,70,35,0.36,2336,767,1569,32.83,-12.2500,-0.52,0.933,-0.467,2.00
10235,25,60,20,0.35,2440,594,1846,24.34,-12.8000,-0.52,2.400,-0.800,3.00
10236,30,65,40,0.42,1830,688,1142,37.60,-9.6000,-0.52,2.167,-1.333,1.62
10237,90,65,35,0.32,2773,956,1817,34.48,-14.5500,-0.52,0.722,-0.389,1.86
10238,75,65,35,0.32,2773,956,1817,34.48,-14.5500,-0.52,0.867,-0.467,1.86
10239,50,60,20,0.22,4268,1039,3229,24.34,-22.4000,-0.52,1.200,-0.400,3.00
10240,75,55,30,0.22,4268,1480,2788,34.68,-22.4000,-0.52,0.733,-0.400,1.83
10241,65,50,20,0.33,2667,742,1925,27.82,-14.0000,-0.52,0.769,-0.308,2.50
10242,60,45,25,0.58,981,343,638,34.96,-5.1500,-0.52,0.750,-0.417,1.80
10243,70,60,35,0.58,981,356,625,36.29,-5.1500,-0.52,0.857,-0.500,1.71
10244,75,60,35,0.58,981,356,625,36.29,-5.1500,-0.52,0.800,-0.467,1.71
10245,45,50,25,0.21,4428,1445,2983,32.63,-23.2500,-0.53,1.111,-0.556,2.00
10246,60,65,20,0.4,1999,458,1541,22.91,-10.5000,-0.53,1.083,-0.333,3.25
10247,65,50,25,0.6,904,295,609,32.63,-4.7500,-0.53,0.769,-0.385,2.00
10248,60,55,20,0.5,1294,336,958,25.97,-6.8000,-0.53,0.917,-0.333,2.75
10249,80,60,35,0.39,2064,749,1315,36.29,-10.8500,-0.53,0.750,-0.438,1.71
10250,60,60,20,0.43,1750,426,1324,24.34,-9.2000,-0.53,1.000,-0.333,3.00
10251,35,60,20,0.43,1750,426,1324,24.34,-9.2000,-0.53,1.714,-0.571,3.00
10252,55,40,25,0.3,3033,1142,1891,37.65,-15.9500,-0.53,0.727,-0.455,1.60
10253,90,70,40,0.21,4428,1589,2839,35.89,-23.3000,-0.53,0.778,-0.444,1.75
10254,90,50,30,0.38,2147,791,1356,36.84,-11.3000,-0.53,0.556,-0.333,1.67
10255,60,50,30,0.38,2147,791,1356,36.84,-11.3000,-0.53,0.833,-0.500,1.67
10256,45,65,25,0.23,4104,1116,2988,27.19,-21.6000,-0.53,1.444,-0.556,2.60
10257,20,70,25,0.28,3315,854,2461,25.76,-17.4500,-0.53,3.500,-1.250,2.80
10258,25,70,20,0.27,3457,748,2709,21.64,-18.2000,-0.53,2.800,-0.800,3.50
10259,70,60,30,0.36,2336,765,1571,32.75,-12.3000,-0.53,0.857,-0.429,2.00
10260,65,55,30,0.36,2336,810,1526,34.67,-12.3000,-0.53,0.846,-0.462,1.83
10261,25,50,20,0.47,1481,412,1069,27.82,-7.8000,-0.53,2.000,-0.800,2.50
10262,80,70,45,0.59,949,367,582,38.67,-5.0000,-0.53,0.875,-0.562,1.56
10263,35,40,20,0.59,949,308,641,32.46,-5.0000,-0.53,1.143,-0.571,2.00
10264,60,60,20,0.29,3188,776,2412,24.34,-16.8000,-0.53,1.000,-0.333,3.00
10265,70,70,40,0.29,3188,1144,2044,35.88,-16.8000,-0.53,1.000,-0.571,1.75
10266,85,55,35,0.46,1556,596,960,38.30,-8.2000,-0.53,0.647,-0.412,1.57
10267,50,55,20,0.46,1556,404,1152,25.96,-8.2000,-0.53,1.100,-0.400,2.75
10268,50,55,25,0.46,1556,476,1080,30.59,-8.2000,-0.53,1.100,-0.500,2.20
10269,35,40,20,0.46,1556,505,1051,32.46,-8.2000,-0.53,1.143,-0.571,2.00
10270,40,55,35,0.46,1556,596,960,38.30,-8.2000,-0.53,1.375,-0.875,1.57
10271,45,60,25,0.46,1556,448,1108,28.79,-8.2000,-0.53,1.333,-0.556,2.40
10272,70,65,30,0.28,3320,1030,2290,31.02,-17.5000,-0.53,0.929,-0.429,2.17
10273,65,55,20,0.34,2542,660,1882,25.96,-13.4000,-0.53,0.846,-0.308,2.75
10274,55,45,30,0.51,1252,492,760,39.30,-6.6000,-0.53,0.818,-0.545,1.50
10275,55,60,25,0.44,1688,486,1202,28.79,-8.9000,-0.53,1.091,-0.455,2.40
10276,50,65,25,0.44,1688,459,1229,27.19,-8.9000,-0.53,1.300,-0.500,2.60
10277,65,65,25,0.44,1688,459,1229,27.19,-8.9000,-0.53,1.000,-0.385,2.60
10278,20,70,45,0.49,1355,524,831,38.67,-7.1500,-0.53,3.500,-2.250,1.56
10279,30,70,30,0.37,2236,659,1577,29.47,-11.8000,-0.53,2.333,-1.000,2.33
10280,30,65,40,0.45,1620,609,1011,37.59,-8.5500,-0.53,2.167,-1.333,1.62
10281,60,30,20,0.41,1913,745,1168,38.94,-10.1000,-0.53,0.500,-0.333,1.50
10282,25,70,35,0.28,3314,1088,2226,32.83,-17.5000,-0.53,2.800,-1.400,2.00
10283,20,70,40,0.47,1477,530,947,35.88,-7.8000,-0.53,3.500,-2.000,1.75
10284,35,45,30,0.48,1420,558,862,39.30,-7.5000,-0.53,1.286,-0.857,1.50
10285,85,45,30,0.48,1420,558,862,39.30,-7.5000,-0.53,0.529,-0.353,1.50
10286,65,60,30,0.21,4428,1450,2978,32.75,-23.4000,-0.53,0.923,-0.462,2.00
10287,45,65,40,0.55,1088,409,679,37.59,-5.7500,-0.53,1.444,-0.889,1.62
10288,35,45,20,0.29,3188,955,2233,29.96,-16.8500,-0.53,1.286,-0.571,2.25
10289,50,45,20,0.29,3188,955,2233,29.96,-16.8500,-0.53,0.900,-0.400,2.25
10290,70,70,20,0.33,2667,577,2090,21.63,-14.1000,-0.53,1.000,-0.286,3.50
10291,60,50,30,0.27,3461,1275,2186,36.84,-18.3000,-0.53,0.833,-0.500,1.67
10292,50,50,30,0.31,2891,1065,1826,36.84,-15.3000,-0.53,1.000,-0.600,1.67
10293,60,60,35,0.31,2891,1049,1842,36.29,-15.3000,-0.53,1.000,-0.583,1.71
10294,70,60,35,0.24,3930,1426,2504,36.28,-20.8000,-0.53,0.857,-0.500,1.71
10295,65,65,20,0.25,3750,859,2891,22.91,-19.8500,-0.53,1.000,-0.308,3.25
10296,35,55,30,0.53,1171,406,765,34.67,-6.2000,-0.53,1.571,-0.857,1.83
10297,65,60,20,0.53,1171,285,886,24.34,-6.2000,-0.53,0.923,-0.308,3.00
10298,25,55,20,0.53,1171,304,867,25.96,-6.2000,-0.53,2.200,-0.800,2.75
10299,55,60,20,0.53,1171,285,886,24.34,-6.2000,-0.53,1.091,-0.364,3.00
10300,60,40,20,0.53,1171,380,791,32.45,-6.2000,-0.53,0.667,-0.333,2.00
10301,20,65,35,0.28,3313,1142,2171,34.47,-17.5500,-0.53,3.250,-1.750,1.86
10302,75,70,40,0.42,1831,657,1174,35.88,-9.7000,-0.53,0.933,-0.533,1.75
10303,70,65,30,0.42,1831,568,1263,31.02,-9.7000,-0.53,0.929,-0.429,2.17
10304,75,70,30,0.52,1208,356,852,29.47,-6.4000,-0.53,0.933,-0.400,2.33
10305,60,60,20,0.52,1208,294,914,24.34,-6.4000,-0.53,1.000,-0.333,3.00
10306,80,70,40,0.58,981,352,629,35.88,-5.2000,-0.53,0.875,-0.500,1.75
10307,50,50,30,0.28,3320,1223,2097,36.84,-17.6000,-0.53,1.000,-0.600,1.67
10308,65,45,20,0.41,1913,573,1340,29.95,-10.1500,-0.53,0.692,-0.308,2.25
10309,70,70,35,0.41,1913,628,1285,32.83,-10.1500,-0.53,1.000,-0.500,2.00
10310,25,70,20,0.32,2769,599,2170,21.63,-14.7000,-0.53,2.800,-0.800,3.50
10311,75,60,35,0.38,2147,779,1368,36.28,-11.4000,-0.53,0.800,-0.467,1.71
10312,35,60,20,0.6,904,220,684,24.34,-4.8000,-0.53,1.714,-0.571,3.00
10313,20,45,25,0.6,904,316,588,34.96,-4.8000,-0.53,2.250,-1.250,1.80
10314,70,60,35,0.38,2147,779,1368,36.28,-11.4000,-0.53,0.857,-0.500,1.71
10315,25,65,25,0.33,2663,724,1939,27.19,-14.1500,-0.53,2.600,-1.000,2.60
10316,70,60,40,0.27,3461,1366,2095,39.47,-18.4000,-0.53,0.857,-0.571,1.50
10317,75,55,35,0.32,2773,1062,1711,38.30,-14.7500,-0.53,0.733,-0.467,1.57
10318,65,65,25,0.59,949,258,691,27.19,-5.0500,-0.53,1.000,-0.385,2.60
10319,60,55,25,0.42,1831,560,1271,30.58,-9.7500,-0.53,0.917,-0.417,2.20
10320,45,70,45,0.42,1831,708,1123,38.67,-9.7500,-0.53,1.556,-1.000,1.56
10321,60,40,20,0.35,2441,792,1649,32.45,-13.0000,-0.53,0.667,-0.333,2.00
10322,80,60,40,0.31,2891,1141,1750,39.47,-15.4000,-0.53,0.750,-0.500,1.50
10323,20,60,35,0.28,3313,1202,2111,36.28,-17.6500,-0.53,3.000,-1.750,1.71
10324,40,65,35,0.4,1999,689,1310,34.47,-10.6500,-0.53,1.625,-0.875,1.86
10325,60,65,35,0.4,1999,689,1310,34.47,-10.6500,-0.53,1.083,-0.583,1.86
10326,65,65,20,0.36,2336,535,1801,22.90,-12.4500,-0.53,1.000,-0.308,3.25
10327,25,55,30,0.23,4099,1421,2678,34.67,-21.8500,-0.53,2.200,-1.200,1.83
10328,70,65,30,0.24,3930,1219,2711,31.02,-20.9500,-0.53,0.929,-0.429,2.17
10329,55,65,30,0.24,3930,1219,2711,31.02,-20.9500,-0.53,1.182,-0.545,2.17
10330,20,40,20,0.55,1088,353,735,32.44,-5.8000,-0.53,2.000,-1.000,2.00
10331,45,65,35,0.55,1088,375,713,34.47,-5.8000,-0.53,1.444,-0.778,1.86
10332,55,40,25,0.29,3188,1200,1988,37.64,-17.0000,-0.53,0.727,-0.455,1.60
10333,30,45,20,0.38,2147,643,1504,29.95,-11.4500,-0.53,1.500,-0.667,2.25
10334,85,65,35,0.38,2147,740,1407,34.47,-11.4500,-0.53,0.765,-0.412,1.86
10335,55,70,30,0.25,3750,1105,2645,29.47,-20.0000,-0.53,1.273,-0.545,2.33
10336,30,30,20,0.25,3750,1460,2290,38.93,-20.0000,-0.53,1.000,-0.667,1.50
10337,25,45,20,0.46,1556,466,1090,29.95,-8.3000,-0.53,1.800,-0.800,2.25
10338,55,65,25,0.46,1556,423,1133,27.19,-8.3000,-0.53,1.182,-0.455,2.60
10339,55,45,20,0.46,1556,466,1090,29.95,-8.3000,-0.53,0.818,-0.364,2.25
10340,75,70,25,0.49,1359,350,1009,25.75,-7.2500,-0.53,0.933,-0.333,2.80
10341,80,70,25,0.49,1359,350,1009,25.75,-7.2500,-0.53,0.875,-0.312,2.80
10342,65,60,25,0.3,3033,873,2160,28.78,-16.2000,-0.53,0.923,-0.385,2.40
10343,90,60,40,0.3,3033,1197,1836,39.47,-16.2000,-0.53,0.667,-0.444,1.50
10344,40,55,20,0.24,3930,1020,2910,25.95,-21.0000,-0.53,1.375,-0.500,2.75
10345,65,65,20,0.24,3930,900,3030,22.90,-21.0000,-0.53,1.000,-0.308,3.25
10346,65,70,20,0.24,3930,850,3080,21.63,-21.0000,-0.53,1.077,-0.308,3.50
10347,50,45,20,0.54,1132,339,793,29.95,-6.0500,-0.53,0.900,-0.400,2.25
10348,55,45,30,0.35,2441,959,1482,39.29,-13.0500,-0.53,0.818,-0.545,1.50
10349,75,70,25,0.28,3320,855,2465,25.75,-17.7500,-0.53,0.933,-0.333,2.80
10350,60,70,30,0.34,2542,749,1793,29.46,-13.6000,-0.54,1.167,-0.500,2.33
10351,85,65,25,0.36,2336,635,1701,27.18,-12.5000,-0.54,0.765,-0.294,2.60
10352,70,50,25,0.58,981,320,661,32.62,-5.2500,-0.54,0.714,-0.357,2.00
10353,75,70,35,0.42,1831,601,1230,32.82,-9.8000,-0.54,0.933,-0.467,2.00
10354,70,70,35,0.42,1831,601,1230,32.82,-9.8000,-0.54,1.000,-0.500,2.00
10355,60,70,30,0.4,1999,589,1410,29.46,-10.7000,-0.54,1.167,-0.500,2.33
10356,20,70,45,0.3,3026,1170,1856,38.66,-16.2000,-0.54,3.500,-2.250,1.56
10357,70,65,20,0.32,2773,635,2138,22.90,-14.8500,-0.54,0.929,-0.286,3.25
10358,65,55,25,0.32,2773,848,1925,30.58,-14.8500,-0.54,0.846,-0.385,2.20
10359,60,60,35,0.32,2773,1006,1767,36.28,-14.8500,-0.54,1.000,-0.583,1.71
10360,60,45,25,0.3,3033,1060,1973,34.95,-16.2500,-0.54,0.750,-0.417,1.80
10361,40,65,40,0.41,1913,719,1194,37.58,-10.2500,-0.54,1.625,-1.000,1.62
10362,65,70,20,0.25,3750,811,2939,21.63,-20.1000,-0.54,1.077,-0.308,3.50
10363,35,40,20,0.28,3320,1077,2243,32.44,-17.8000,-0.54,1.143,-0.571,2.00
10364,65,65,20,0.29,3188,730,2458,22.90,-17.1000,-0.54,1.000,-0.308,3.25
10365,60,65,20,0.37,2236,512,1724,22.90,-12.0000,-0.54,1.083,-0.333,3.25
10366,30,70,40,0.35,2439,875,1564,35.88,-13.1000,-0.54,2.333,-1.333,1.75
10367,50,45,20,0.43,1750,524,1226,29.94,-9.4000,-0.54,0.900,-0.400,2.25
10368,40,45,20,0.43,1750,524,1226,29.94,-9.4000,-0.54,1.125,-0.500,2.25
10369,25,70,25,0.37,2233,575,1658,25.75,-12.0000,-0.54,2.800,-1.000,2.80
10370,65,70,40,0.57,1023,367,656,35.87,-5.5000,-0.54,1.077,-0.615,1.75
10371,40,70,40,0.57,1023,367,656,35.87,-5.5000,-0.54,1.750,-1.000,1.75
10372,85,70,40,0.57,1023,367,656,35.87,-5.5000,-0.54,0.824,-0.471,1.75
10373,30,35,20,0.55,1088,385,703,35.39,-5.8500,-0.54,1.167,-0.667,1.75
10374,60,70,25,0.22,4268,1099,3169,25.75,-22.9500,-0.54,1.167,-0.417,2.80
10375,30,45,20,0.39,2064,618,1446,29.94,-11.1000,-0.54,1.500,-0.667,2.25
10376,65,55,35,0.31,2891,1107,1784,38.29,-15.5500,-0.54,0.846,-0.538,1.57
10377,55,45,30,0.53,1171,460,711,39.28,-6.3000,-0.54,0.818,-0.545,1.50
10378,45,50,25,0.52,1208,394,814,32.62,-6.5000,-0.54,1.111,-0.556,2.00
10379,30,50,25,0.52,1208,394,814,32.62,-6.5000,-0.54,1.667,-0.833,2.00
10380,60,50,25,0.52,1208,394,814,32.62,-6.5000,-0.54,0.833,-0.417,2.00
10381,45,65,40,0.52,1208,454,754,37.58,-6.5000,-0.54,1.444,-0.889,1.62
10382,80,65,40,0.24,3930,1477,2453,37.58,-21.1500,-0.54,0.812,-0.500,1.62
10383,45,60,25,0.24,3930,1131,2799,28.78,-21.1500,-0.54,1.333,-0.556,2.40
10384,65,65,20,0.41,1913,438,1475,22.90,-10.3000,-0.54,1.000,-0.308,3.25
10385,20,35,20,0.33,2665,943,1722,35.38,-14.3500,-0.54,1.750,-1.000,1.75
10386,25,55,20,0.24,3927,1019,2908,25.95,-21.1500,-0.54,2.200,-0.800,2.75
10387,80,65,30,0.35,2441,757,1684,31.01,-13.1500,-0.54,0.812,-0.375,2.17
10388,85,65,30,0.35,2441,757,1684,31.01,-13.1500,-0.54,0.765,-0.353,2.17
10389,55,70,45,0.48,1420,549,871,38.66,-7.6500,-0.54,1.273,-0.818,1.56
10390,60,50,25,0.22,4268,1392,2876,32.61,-23.0000,-0.54,0.833,-0.417,2.00
10391,60,55,25,0.22,4268,1305,2963,30.58,-23.0000,-0.54,0.917,-0.417,2.20
10392,40,65,20,0.34,2542,582,1960,22.90,-13.7000,-0.54,1.625,-0.500,3.25
10393,60,65,20,0.34,2542,582,1960,22.90,-13.7000,-0.54,1.083,-0.333,3.25
10394,30,70,20,0.44,1688,365,1323,21.62,-9.1000,-0.54,2.333,-0.667,3.50
10395,40,30,20,0.44,1688,657,1031,38.92,-9.1000,-0.54,0.750,-0.500,1.50
10396,70,60,30,0.26,3617,1184,2433,32.73,-19.5000,-0.54,0.857,-0.429,2.00
10397,70,60,25,0.32,2773,798,1975,28.78,-14.9500,-0.54,0.857,-0.357,2.40
10398,80,60,25,0.32,2773,798,1975,28.78,-14.9500,-0.54,0.750,-0.312,2.40
10399,40,45,20,0.28,3320,994,2326,29.94,-17.9000,-0.54,1.125,-0.500,2.25
10400,25,60,25,0.25,3746,1078,2668,28.78,-20.2000,-0.54,2.400,-1.000,2.40
10401,90,70,40,0.36,2336,838,1498,35.87,-12.6000,-0.54,0.778,-0.444,1.75
10402,50,45,25,0.29,3188,1114,2074,34.94,-17.2000,-0.54,0.900,-0.500,1.80
10403,50,50,30,0.29,3188,1174,2014,36.83,-17.2000,-0.54,1.000,-0.600,1.67
10404,65,55,30,0.31,2891,1002,1889,34.66,-15.6000,-0.54,0.846,-0.462,1.83
10405,60,60,35,0.45,1621,588,1033,36.27,-8.7500,-0.54,1.000,-0.583,1.71
10406,30,50,30,0.46,1556,573,983,36.83,-8.4000,-0.54,1.667,-1.000,1.67
10407,35,50,30,0.46,1556,573,983,36.83,-8.4000,-0.54,1.429,-0.857,1.67
10408,70,50,30,0.46,1556,573,983,36.83,-8.4000,-0.54,0.714,-0.429,1.67
10409,65,50,30,0.46,1556,573,983,36.83,-8.4000,-0.54,0.769,-0.462,1.67
10410,20,70,20,0.26,3612,781,2831,21.62,-19.5000,-0.54,3.500,-1.000,3.50
10411,65,55,20,0.33,2667,692,1975,25.95,-14.4000,-0.54,0.846,-0.308,2.75
10412,25,40,20,0.33,2667,865,1802,32.43,-14.4000,-0.54,1.600,-0.800,2.00
10413,35,50,25,0.47,1481,483,998,32.61,-8.0000,-0.54,1.429,-0.714,2.00
10414,75,50,25,0.47,1481,483,998,32.61,-8.0000,-0.54,0.667,-0.333,2.00
10415,30,30,20,0.27,3461,1347,2114,38.92,-18.7000,-0.54,1.000,-0.667,1.50
10416,80,40,25,0.42,1831,689,1142,37.63,-9.9000,-0.54,0.500,-0.312,1.60
10417,70,60,30,0.35,2441,799,1642,32.73,-13.2000,-0.54,0.857,-0.429,2.00
10418,65,55,30,0.35,2441,846,1595,34.66,-13.2000,-0.54,0.846,-0.462,1.83
10419,40,55,30,0.49,1359,471,888,34.66,-7.3500,-0.54,1.375,-0.750,1.83
10420,65,50,25,0.34,2542,829,1713,32.61,-13.7500,-0.54,0.769,-0.385,2.00
10421,65,50,25,0.5,1294,422,872,32.61,-7.0000,-0.54,0.769,-0.385,2.00
10422,90,70,40,0.22,4268,1531,2737,35.87,-23.1000,-0.54,0.778,-0.444,1.75
10423,20,65,40,0.28,3313,1245,2068,37.58,-17.9500,-0.54,3.250,-2.000,1.62
10424,50,70,20,0.26,3617,782,2835,21.62,-19.6000,-0.54,1.400,-0.400,3.50
10425,25,45,30,0.44,1688,663,1025,39.28,-9.1500,-0.54,1.800,-1.200,1.50
10426,85,60,40,0.28,3320,1310,2010,39.46,-18.0000,-0.54,0.706,-0.471,1.50
10427,50,55,25,0.28,3320,1015,2305,30.57,-18.0000,-0.54,1.100,-0.500,2.20
10428,40,70,45,0.52,1208,467,741,38.66,-6.5500,-0.54,1.750,-1.125,1.56
10429,85,70,45,0.52,1208,467,741,38.66,-6.5500,-0.54,0.824,-0.529,1.56
10430,90,70,35,0.48,1420,466,954,32.82,-7.7000,-0.54,0.778,-0.389,2.00
10431,80,55,25,0.53,1171,358,813,30.57,-6.3500,-0.54,0.688,-0.313,2.20
10432,70,55,35,0.38,2147,822,1325,38.29,-11.6500,-0.54,0.786,-0.500,1.57
10433,25,55,20,0.38,2147,557,1590,25.94,-11.6500,-0.54,2.200,-0.800,2.75
10434,55,65,30,0.39,2064,640,1424,31.01,-11.2000,-0.54,1.182,-0.545,2.17
10435,80,70,30,0.39,2064,608,1456,29.46,-11.2000,-0.54,0.875,-0.375,2.33
10436,75,50,30,0.39,2064,760,1304,36.82,-11.2000,-0.54,0.667,-0.400,1.67
10437,80,70,35,0.32,2773,910,1863,32.82,-15.0500,-0.54,0.875,-0.438,2.00
10438,50,55,20,0.43,1750,454,1296,25.94,-9.5000,-0.54,1.100,-0.400,2.75
10439,80,55,35,0.43,1750,670,1080,38.29,-9.5000,-0.54,0.688,-0.438,1.57
10440,85,60,40,0.34,2542,1003,1539,39.46,-13.8000,-0.54,0.706,-0.471,1.50
10441,70,60,30,0.34,2542,832,1710,32.73,-13.8000,-0.54,0.857,-0.429,2.00
10442,65,50,30,0.34,2542,936,1606,36.82,-13.8000,-0.54,0.769,-0.462,1.67
10443,75,70,40,0.31,2891,1037,1854,35.87,-15.7000,-0.54,0.933,-0.533,1.75
10444,50,70,20,0.31,2891,625,2266,21.62,-15.7000,-0.54,1.400,-0.400,3.50
10445,80,50,30,0.51,1252,461,791,36.82,-6.8000,-0.54,0.625,-0.375,1.67
10446,85,60,35,0.37,2236,811,1425,36.27,-12.1500,-0.54,0.706,-0.412,1.71
10447,80,60,35,0.37,2236,811,1425,36.27,-12.1500,-0.54,0.750,-0.438,1.71
10448,45,70,45,0.56,1058,409,649,38.66,-5.7500,-0.54,1.556,-1.000,1.56
10449,55,55,35,0.47,1481,567,914,38.28,-8.0500,-0.54,1.000,-0.636,1.57
10450,20,70,35,0.3,3026,993,2033,32.82,-16.4500,-0.54,3.500,-1.750,2.00
10451,35,30,20,0.36,2336,909,1427,38.91,-12.7000,-0.54,0.857,-0.571,1.50
10452,25,60,40,0.27,3457,1364,2093,39.46,-18.8000,-0.54,2.400,-1.600,1.50
10453,50,55,20,0.29,3188,827,2361,25.94,-17.3500,-0.54,1.100,-0.400,2.75
10454,75,60,35,0.21,4428,1606,2822,36.27,-24.1000,-0.54,0.800,-0.467,1.71
10455,70,55,35,0.27,3461,1325,2136,38.28,-18.8500,-0.54,0.786,-0.500,1.57
10456,25,65,20,0.29,3185,729,2456,22.89,-17.3500,-0.54,2.600,-0.800,3.25
10457,75,70,35,0.35,2441,801,1640,32.81,-13.3000,-0.54,0.933,-0.467,2.00
10458,85,70,30,0.35,2441,719,1722,29.46,-13.3000,-0.54,0.824,-0.353,2.33
10459,65,55,35,0.28,3320,1271,2049,38.28,-18.1000,-0.55,0.846,-0.538,1.57
10460,85,60,35,0.4,1999,725,1274,36.27,-10.9000,-0.55,0.706,-0.412,1.71
10461,35,50,30,0.4,1999,736,1263,36.82,-10.9000,-0.55,1.429,-0.857,1.67
10462,50,35,20,0.58,981,347,634,35.37,-5.3500,-0.55,0.700,-0.400,1.75
10463,65,55,20,0.37,2236,580,1656,25.94,-12.2000,-0.55,0.846,-0.308,2.75
10464,55,45,30,0.29,3188,1252,1936,39.27,-17.4000,-0.55,0.818,-0.545,1.50
10465,55,70,30,0.29,3188,939,2249,29.45,-17.4000,-0.55,1.273,-0.545,2.33
10466,70,70,30,0.29,3188,939,2249,29.45,-17.4000,-0.55,1.000,-0.429,2.33
10467,35,40,25,0.23,4104,1544,2560,37.62,-22.4000,-0.55,1.143,-0.714,1.60
10468,65,70,40,0.23,4104,1472,2632,35.87,-22.4000,-0.55,1.077,-0.615,1.75
10469,40,65,20,0.45,1621,371,1250,22.89,-8.8500,-0.55,1.625,-0.500,3.25
10470,65,65,20,0.45,1621,371,1250,22.89,-8.8500,-0.55,1.000,-0.308,3.25
10471,50,45,20,0.42,1831,548,1283,29.93,-10.0000,-0.55,0.900,-0.400,2.25
10472,30,45,20,0.42,1831,548,1283,29.93,-10.0000,-0.55,1.500,-0.667,2.25
10473,40,60,20,0.31,2891,703,2188,24.32,-15.8000,-0.55,1.500,-0.500,3.00
10474,45,60,20,0.31,2891,703,2188,24.32,-15.8000,-0.55,1.333,-0.444,3.00
