交易编号,策略类型,包含关系,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓时长,价格变动%,合约收益%,盈亏USDT,累计资金USDT,结果,跟踪止损激活,弱势收紧,最高价,最低价,跟踪止损价,K1开盘,K1最高,K1最低,K1收盘,K2开盘,K2最高,K2最低,K2收盘,K3开盘,K3最高,K3最低,K3收盘
331,rule1,否,做空,2025-03-29 07:14,1897.00,2025-03-29 19:15,1856.76,49,735分钟,2.121%,297.00%,4.7520,585.3066,止盈,是,否,,1834.34,,1892.63,1901.60,1892.63,1901.42,1901.41,1902.00,1895.67,1897.00,,,,
332,rule1,否,做多,2025-03-29 09:14,1907.69,2025-03-30 01:15,1889.27,65,975分钟,-0.965%,-135.15%,-2.1624,583.1442,止损,是,是,1913.60,,1798.78,1909.85,1909.86,1901.76,1903.43,1903.44,1909.89,1901.65,1907.69,,,,
333,rule1,否,做多,2025-03-29 19:44,1835.46,2025-04-01 16:15,1874.40,275,4125分钟,2.121%,297.00%,11.8800,595.0242,止盈,是,是,1885.00,,,1874.52,1874.87,1834.34,1851.23,1851.23,1851.70,1833.60,1835.46,,,,
334,rule1,否,做多,2025-03-30 01:59,1818.14,2025-04-01 14:30,1856.71,243,3645分钟,2.121%,297.00%,4.7520,599.7762,止盈,是,否,1867.91,,,1818.31,1831.19,1812.31,1812.76,1812.77,1820.34,1805.74,1818.14,,,,
335,rule1,否,做多,2025-03-30 04:14,1817.22,2025-04-01 14:30,1855.77,234,3510分钟,2.121%,297.00%,11.8800,611.6562,止盈,是,否,1867.91,,,1817.60,1828.62,1816.80,1827.50,1827.50,1828.15,1816.00,1817.22,,,,
336,rule1,否,做空,2025-03-30 04:44,1817.57,2025-03-31 06:00,1779.01,102,1530分钟,2.121%,297.00%,2.9700,614.6262,止盈,是,是,,1767.69,,1817.21,1822.72,1816.16,1821.66,1821.65,1826.76,1817.08,1817.57,,,,
337,rule1,否,做空,2025-03-31 10:59,1811.86,2025-03-31 21:00,1832.44,41,615分钟,-1.136%,-159.00%,-2.5440,612.0822,止损,否,否,,,,1810.06,1818.83,1807.31,1816.67,1816.67,1823.50,1810.20,1811.86,,,,
338,rule1,否,做空,2025-03-31 22:44,1832.77,2025-04-01 23:15,1850.46,99,1485分钟,-0.965%,-135.15%,-2.1624,609.9198,止损,是,是,,1816.40,1925.38,1830.00,1836.51,1820.51,1824.39,1824.40,1842.52,1824.40,1832.77,,,,
339,rule1,否,做多,2025-04-02 00:59,1915.80,2025-04-03 04:15,1956.44,110,1650分钟,2.121%,297.00%,2.9700,612.8898,止盈,是,是,1957.00,,,1913.72,1918.47,1908.31,1909.12,1909.13,1917.19,1907.53,1915.80,,,,
340,rule1,否,做空,2025-04-02 10:44,1879.02,2025-04-03 06:00,1839.16,78,1170分钟,2.121%,297.00%,2.9700,615.8598,止盈,是,是,,1829.91,,1877.60,1882.15,1872.39,1881.61,1881.60,1884.42,1878.06,1879.02,,,,
341,rule1,否,做多,2025-04-02 13:59,1855.88,2025-04-02 23:30,1899.63,39,585分钟,2.357%,330.00%,3.3000,619.1598,止盈,否,否,1917.22,,,1856.73,1863.55,1855.15,1860.98,1860.98,1864.52,1855.10,1855.88,,,,
342,rule1,否,做空,2025-04-02 23:59,1901.21,2025-04-03 05:00,1856.40,21,315分钟,2.357%,330.00%,13.2000,632.3598,止盈,否,否,,1855.00,,1890.58,1917.22,1890.36,1914.57,1914.57,1919.00,1893.47,1901.21,,,,
343,rule1,否,做多,2025-04-03 00:44,1902.89,2025-04-03 04:15,1947.74,15,225分钟,2.357%,330.00%,3.3000,635.6598,止盈,否,否,1957.00,,,1902.12,1907.94,1901.65,1907.70,1907.70,1910.54,1898.19,1902.89,,,,
344,rule1,否,做多,2025-04-03 11:14,1823.05,2025-04-07 00:45,1805.45,343,5145分钟,-0.965%,-135.15%,-2.1624,633.4974,止损,是,是,1845.26,,1734.54,1823.33,1832.64,1822.90,1830.25,1830.26,1830.70,1822.26,1823.05,,,,
345,rule1,否,做多,2025-04-03 19:14,1801.87,2025-04-07 00:45,1784.48,311,4665分钟,-0.965%,-135.15%,-2.1624,631.3350,止损,是,是,1835.68,,1725.54,1798.99,1802.70,1790.93,1793.42,1793.42,1802.83,1787.23,1801.87,,,,
346,rule1,否,做多,2025-04-03 22:44,1767.36,2025-04-04 05:45,1809.02,29,435分钟,2.357%,330.00%,13.2000,644.5350,止盈,否,否,1818.61,,,1764.95,1780.03,1764.95,1779.04,1779.04,1780.74,1764.20,1767.36,,,,
347,rule1,否,做空,2025-04-03 23:14,1764.83,2025-04-07 00:45,1727.39,295,4425分钟,2.121%,297.00%,11.8800,656.4150,止盈,是,是,,1717.11,,1767.37,1767.84,1751.39,1757.97,1757.92,1769.66,1755.22,1764.83,,,,
348,rule1,否,做多,2025-04-04 09:14,1813.75,2025-04-04 19:15,1793.15,41,615分钟,-1.136%,-159.00%,-2.5440,653.8710,止损,否,否,,,,1816.98,1817.34,1808.76,1810.42,1810.43,1814.58,1808.67,1813.75,,,,
349,rule1,否,做多,2025-04-04 22:29,1787.09,2025-04-05 09:15,1825.00,44,660分钟,2.121%,297.00%,11.8800,665.7510,止盈,是,否,1828.90,,,1802.06,1805.48,1786.38,1793.21,1793.22,1798.20,1783.51,1787.09,,,,
350,rule1,否,做空,2025-04-05 13:44,1811.52,2025-04-06 04:30,1773.09,60,900分钟,2.121%,297.00%,2.9700,668.7210,止盈,是,否,,1764.39,,1810.77,1815.23,1810.30,1814.71,1814.71,1815.41,1811.05,1811.52,,,,
351,rule1,否,做空,2025-04-06 23:14,1765.27,2025-04-07 00:45,1723.66,7,105分钟,2.357%,330.00%,5.2800,674.0010,止盈,否,否,,1717.11,,1761.69,1771.00,1760.55,1770.02,1770.02,1773.78,1761.54,1765.27,,,,
352,rule1,否,做空,2025-04-07 04:14,1619.78,2025-04-07 04:30,1581.60,2,30分钟,2.357%,330.00%,5.2800,679.2810,止盈,否,否,,1555.00,,1620.99,1629.95,1612.14,1626.24,1626.24,1631.18,1618.69,1619.78,,,,
353,rule1,否,做空,2025-04-07 05:14,1587.84,2025-04-07 07:15,1550.41,9,135分钟,2.357%,330.00%,13.2000,692.4810,止盈,否,否,,1537.50,,1590.15,1590.73,1570.63,1574.65,1574.66,1590.85,1571.04,1587.84,,,,
354,rule1,否,做多,2025-04-07 05:59,1587.57,2025-04-07 11:30,1527.47,23,345分钟,-3.786%,-530.00%,-5.3000,687.1810,止损,否,否,,,,1589.00,1597.24,1586.48,1593.55,1593.55,1596.81,1585.35,1587.57,,,,
355,rule1,否,做多,2025-04-07 07:29,1552.44,2025-04-07 09:15,1589.03,8,120分钟,2.357%,330.00%,13.2000,700.3810,止盈,否,否,1614.20,,,1576.98,1580.92,1550.86,1567.51,1567.52,1568.80,1537.50,1552.44,,,,
356,rule1,否,做多,2025-04-07 08:59,1572.90,2025-04-07 09:15,1609.98,2,30分钟,2.357%,330.00%,13.2000,713.5810,止盈,否,否,1614.20,,,1579.91,1581.41,1562.48,1565.32,1565.32,1574.95,1552.88,1572.90,,,,
357,rule1,否,做多,2025-04-07 12:44,1538.33,2025-04-07 14:30,1480.09,8,120分钟,-3.786%,-530.00%,-21.2000,692.3810,止损,否,否,,,,1543.94,1559.13,1538.04,1553.41,1553.42,1556.00,1536.18,1538.33,,,,
358,rule1,否,做空,2025-04-07 16:14,1466.63,2025-04-07 20:30,1522.15,18,270分钟,-3.786%,-530.00%,-8.4800,683.9010,止损,否,否,,,,1467.13,1468.88,1454.22,1460.15,1460.15,1475.30,1455.63,1466.63,,,,
359,rule1,否,做多,2025-04-07 17:29,1494.22,2025-04-07 21:45,1529.44,18,270分钟,2.357%,330.00%,13.2000,697.1010,止盈,否,否,1558.34,,,1495.95,1502.62,1485.02,1485.28,1485.33,1498.73,1476.75,1494.22,,,,
360,rule1,否,做多,2025-04-07 18:44,1502.39,2025-04-07 21:45,1537.80,13,195分钟,2.357%,330.00%,3.3000,700.4010,止盈,否,否,1558.34,,,1503.22,1520.83,1501.84,1506.51,1506.50,1514.33,1488.61,1502.39,,,,
361,rule1,否,做多,2025-04-07 20:59,1521.03,2025-04-07 21:45,1556.88,4,60分钟,2.357%,330.00%,13.2000,713.6010,止盈,否,否,1558.34,,,1517.50,1524.41,1504.27,1506.38,1506.37,1526.98,1498.00,1521.03,,,,
362,rule1,否,做空,2025-04-07 22:29,1558.30,2025-04-08 10:00,1573.34,47,705分钟,-0.965%,-135.15%,-5.4060,708.1950,止损,是,是,,1526.00,1617.56,1550.46,1599.96,1539.19,1588.21,1588.15,1639.00,1549.32,1558.30,,,,
363,rule1,否,做多,2025-04-08 02:59,1549.41,2025-04-08 09:30,1585.93,27,405分钟,2.357%,330.00%,13.2000,721.3950,止盈,否,否,1587.44,,,1551.80,1568.52,1548.37,1562.02,1562.16,1564.68,1546.93,1549.41,,,,
364,rule1,否,做多,2025-04-08 04:59,1570.94,2025-04-08 10:00,1607.97,21,315分钟,2.357%,330.00%,13.2000,734.5950,止盈,否,否,1618.67,,,1567.95,1579.95,1567.94,1577.72,1577.72,1577.75,1567.38,1570.94,,,,
365,rule1,否,做空,2025-04-08 08:29,1554.63,2025-04-08 10:00,1613.48,7,105分钟,-3.786%,-530.00%,-8.4800,726.1150,止损,否,否,,,,1553.04,1561.41,1549.69,1560.29,1560.29,1563.30,1554.62,1554.63,,,,
366,rule1,否,做多,2025-04-08 11:29,1590.12,2025-04-09 00:30,1574.77,53,795分钟,-0.965%,-135.15%,-1.3515,724.7635,止损,是,是,1602.27,,1506.13,1589.70,1593.00,1583.20,1586.09,1586.10,1590.50,1581.66,1590.12,,,,
367,rule1,否,做多,2025-04-08 19:14,1567.95,2025-04-09 00:30,1508.59,22,330分钟,-3.786%,-530.00%,-5.3000,719.4635,止损,否,否,,,,1569.75,1571.93,1565.23,1566.08,1566.09,1574.23,1564.80,1567.95,,,,
368,rule1,否,做多,2025-04-08 23:29,1527.68,2025-04-09 01:00,1469.85,7,105分钟,-3.786%,-530.00%,-21.2000,698.2635,止损,否,否,,,,1531.17,1539.23,1519.31,1523.28,1523.28,1529.38,1518.29,1527.68,,,,
369,rule1,否,做空,2025-04-09 02:29,1482.55,2025-04-09 06:15,1447.60,16,240分钟,2.357%,330.00%,5.2800,703.5435,止盈,否,否,,1441.30,,1481.05,1488.40,1471.81,1474.20,1474.21,1491.22,1473.78,1482.55,,,,
370,rule1,否,做空,2025-04-09 03:59,1466.67,2025-04-09 09:00,1432.10,21,315分钟,2.357%,330.00%,13.2000,716.7435,止盈,否,否,,1423.11,,1468.52,1468.82,1455.17,1457.12,1457.11,1474.84,1456.88,1466.67,,,,
371,rule1,否,做多,2025-04-09 05:44,1474.90,2025-04-09 09:15,1419.06,15,225分钟,-3.786%,-530.00%,-8.4800,708.2635,止损,否,否,,,,1475.39,1478.08,1465.90,1468.51,1468.52,1477.14,1464.01,1474.90,,,,
372,rule1,否,做多,2025-04-09 11:14,1423.44,2025-04-09 13:15,1456.99,9,135分钟,2.357%,330.00%,5.2800,713.5435,止盈,否,否,1464.80,,,1425.04,1429.68,1415.17,1419.04,1419.04,1425.99,1412.06,1423.44,,,,
373,rule1,否,做空,2025-04-09 13:59,1459.15,2025-04-10 01:15,1473.24,46,690分钟,-0.965%,-135.15%,-2.1624,711.3811,止损,是,是,,1440.20,1526.61,1460.16,1460.91,1452.86,1455.69,1455.68,1462.10,1452.86,1459.15,,,,
374,rule1,否,做多,2025-04-09 16:44,1475.07,2025-04-10 01:00,1509.84,34,510分钟,2.357%,330.00%,3.3000,714.6811,止盈,否,否,1518.29,,,1474.65,1488.48,1473.41,1478.49,1478.49,1479.98,1471.00,1475.07,,,,
375,rule1,否,做多,2025-04-09 17:44,1479.45,2025-04-10 01:00,1514.32,30,450分钟,2.357%,330.00%,13.2000,727.8811,止盈,否,否,1518.29,,,1482.55,1482.96,1474.01,1474.79,1474.79,1479.79,1471.20,1479.45,,,,
376,rule1,否,做多,2025-04-09 20:44,1455.67,2025-04-09 21:30,1489.98,4,60分钟,2.357%,330.00%,13.2000,741.0811,止盈,否,否,1493.47,,,1456.61,1460.06,1447.08,1448.95,1448.95,1456.28,1440.20,1455.67,,,,
377,rule1,否,做空,2025-04-09 21:59,1487.53,2025-04-10 01:15,1543.84,14,210分钟,-3.786%,-530.00%,-21.2000,719.8811,止损,否,否,,,,1458.33,1493.47,1458.33,1476.93,1476.92,1499.24,1473.54,1487.53,,,,
378,rule1,否,做多,2025-04-10 03:14,1640.15,2025-04-10 04:45,1678.81,7,105分钟,2.357%,330.00%,13.2000,733.0811,止盈,否,否,1678.90,,,1638.79,1645.05,1627.50,1628.11,1628.11,1641.00,1623.56,1640.15,,,,
379,rule1,否,做空,2025-04-10 06:14,1675.43,2025-04-10 08:30,1635.94,10,150分钟,2.357%,330.00%,5.2800,738.3611,止盈,否,否,,1634.16,,1664.53,1679.10,1663.97,1671.64,1671.64,1680.44,1666.27,1675.43,,,,
380,rule1,否,做空,2025-04-10 12:14,1613.19,2025-04-10 21:30,1575.16,38,570分钟,2.357%,330.00%,3.3000,741.6611,止盈,否,否,,1560.52,,1612.40,1617.12,1609.03,1617.01,1617.00,1619.70,1610.53,1613.19,,,,
381,rule1,否,做多,2025-04-10 12:44,1615.39,2025-04-10 23:15,1599.80,43,645分钟,-0.965%,-135.15%,-1.3515,740.3096,止损,是,是,1640.00,,1541.60,1613.19,1616.92,1608.44,1609.01,1609.01,1619.01,1605.79,1615.39,,,,
382,rule1,否,做空,2025-04-10 17:44,1598.20,2025-04-10 21:30,1560.53,16,240分钟,2.357%,330.00%,3.3000,743.6096,止盈,否,否,,1560.52,,1592.14,1598.99,1592.13,1596.15,1596.14,1605.32,1595.30,1598.20,,,,
383,rule1,否,做多,2025-04-10 18:59,1594.87,2025-04-10 20:00,1632.46,5,75分钟,2.357%,330.00%,5.2800,748.8896,止盈,否,否,1640.00,,,1597.33,1598.43,1590.09,1591.22,1591.22,1595.67,1588.00,1594.87,,,,
384,rule1,否,做多,2025-04-10 22:14,1564.05,2025-04-10 23:30,1504.84,6,90分钟,-3.786%,-530.00%,-5.3000,743.5896,止损,否,否,,,,1564.68,1583.92,1563.50,1568.77,1568.77,1571.59,1556.53,1564.05,,,,
385,rule1,否,做空,2025-04-11 00:14,1499.60,2025-04-11 14:00,1514.08,56,840分钟,-0.965%,-135.15%,-2.1624,741.4272,止损,是,是,,1471.02,1559.28,1502.19,1508.49,1483.60,1495.98,1495.97,1508.71,1485.36,1499.60,,,,
386,rule1,否,做空,2025-04-11 02:14,1508.79,2025-04-12 16:00,1523.36,152,2280分钟,-0.965%,-135.15%,-1.3515,740.0757,止损,是,是,,1504.63,1594.91,1508.22,1515.31,1504.19,1511.56,1511.57,1518.81,1508.16,1508.79,,,,
387,rule1,否,做空,2025-04-11 08:29,1520.94,2025-04-12 16:00,1535.62,127,1905分钟,-0.965%,-135.15%,-2.1624,737.9133,止损,是,是,,1504.63,1594.91,1522.24,1527.91,1518.65,1526.98,1526.98,1529.29,1520.94,1520.94,,,,
388,rule1,否,做多,2025-04-11 12:44,1547.00,2025-04-11 18:30,1583.46,24,360分钟,2.357%,330.00%,3.3000,741.2133,止盈,否,否,1585.00,,,1554.40,1558.42,1546.73,1550.55,1550.56,1551.93,1545.05,1547.00,,,,
389,rule1,否,做多,2025-04-11 14:44,1556.00,2025-04-12 01:30,1589.01,44,660分钟,2.121%,297.00%,4.7520,745.9653,止盈,是,是,1591.47,,,1557.59,1560.23,1552.09,1552.39,1552.37,1556.54,1552.01,1556.00,,,,
390,rule1,否,做多,2025-04-11 19:44,1563.45,2025-04-12 16:00,1596.62,82,1230分钟,2.121%,297.00%,4.7520,750.7173,止盈,是,是,1606.41,,,1565.57,1565.57,1558.45,1559.84,1559.85,1564.20,1558.03,1563.45,,,,
391,rule1,否,做空,2025-04-12 11:59,1554.40,2025-04-12 21:45,1604.42,40,600分钟,-3.218%,-450.50%,-7.2080,743.5093,止损,是,是,,1550.50,1643.53,1551.91,1557.87,1550.72,1557.87,1557.87,1559.60,1553.51,1554.40,,,,
392,rule1,否,做多,2025-04-12 18:59,1592.02,2025-04-12 21:30,1629.55,11,165分钟,2.357%,330.00%,5.2800,748.7893,止盈,否,否,1632.02,,,1594.19,1594.73,1589.05,1589.11,1589.11,1592.36,1587.80,1592.02,,,,
393,rule1,否,做空,2025-04-12 22:14,1646.10,2025-04-13 09:45,1611.18,47,705分钟,2.121%,297.00%,11.8800,760.6693,止盈,是,是,,1609.09,,1624.71,1646.99,1623.90,1638.76,1638.75,1653.00,1635.48,1646.10,,,,
394,rule1,否,做多,2025-04-13 04:59,1649.24,2025-04-14 18:45,1684.23,152,2280分钟,2.121%,297.00%,4.7520,765.4213,止盈,是,是,1684.90,,,1648.64,1659.93,1647.84,1653.92,1653.93,1655.36,1647.00,1649.24,,,,
395,rule1,否,做多,2025-04-13 08:14,1647.31,2025-04-14 18:45,1682.26,139,2085分钟,2.121%,297.00%,2.9700,768.3913,止盈,是,是,1684.90,,,1648.06,1649.67,1642.95,1644.18,1644.19,1647.33,1640.96,1647.31,,,,
396,rule1,否,做空,2025-04-13 10:44,1619.63,2025-04-13 21:30,1585.27,44,660分钟,2.121%,297.00%,11.8800,780.2713,止盈,是,是,,1582.13,,1617.83,1620.30,1606.55,1610.02,1610.02,1622.50,1608.29,1619.63,,,,
397,rule1,否,做多,2025-04-13 13:59,1609.28,2025-04-14 01:45,1643.42,48,720分钟,2.121%,297.00%,4.7520,785.0233,止盈,是,是,1649.04,,,1607.87,1613.52,1607.37,1612.75,1612.75,1613.48,1606.22,1609.28,,,,
398,rule1,否,做多,2025-04-14 00:59,1595.69,2025-04-14 01:15,1633.30,2,30分钟,2.357%,330.00%,3.3000,788.3233,止盈,否,否,1638.00,,,1597.55,1598.92,1593.00,1593.62,1593.61,1596.00,1591.47,1595.69,,,,
399,rule1,否,做多,2025-04-14 03:29,1620.63,2025-04-14 10:30,1658.83,29,435分钟,2.357%,330.00%,5.2800,793.6033,止盈,否,否,1660.32,,,1629.97,1630.16,1618.34,1624.10,1624.09,1628.19,1617.84,1620.63,,,,
400,rule1,否,做空,2025-04-14 05:59,1593.84,2025-04-14 10:30,1654.18,19,285分钟,-3.786%,-530.00%,-21.2000,772.4033,止损,否,否,,,,1591.49,1597.13,1572.24,1582.02,1582.01,1603.00,1581.52,1593.84,,,,
401,rule1,否,做多,2025-04-14 15:29,1625.37,2025-04-14 18:15,1663.68,12,180分钟,2.357%,330.00%,13.2000,785.6033,止盈,否,否,1668.81,,,1623.76,1628.18,1615.03,1615.69,1615.68,1625.43,1612.63,1625.37,,,,
402,rule1,否,做空,2025-04-14 16:14,1630.73,2025-04-16 04:45,1596.14,147,2205分钟,2.121%,297.00%,4.7520,790.3553,止盈,是,是,,1586.35,,1627.80,1636.40,1627.45,1635.57,1635.58,1638.77,1629.34,1630.73,,,,
403,rule1,否,做空,2025-04-14 19:29,1675.87,2025-04-14 23:30,1636.37,17,255分钟,2.357%,330.00%,5.2800,795.6353,止盈,否,否,,1625.64,,1678.84,1688.93,1672.62,1686.18,1686.19,1691.50,1673.67,1675.87,,,,
404,rule1,否,做多,2025-04-14 21:14,1675.15,2025-04-16 04:45,1658.98,127,1905分钟,-0.965%,-135.15%,-2.1624,793.4729,止损,是,是,1689.59,,1588.21,1672.61,1677.73,1670.66,1677.73,1677.73,1680.61,1670.60,1675.15,,,,
405,rule1,否,做多,2025-04-14 23:59,1627.93,2025-04-16 13:15,1612.21,150,2250分钟,-0.965%,-135.15%,-5.4060,788.0669,止损,是,是,1661.21,,1561.54,1651.19,1656.39,1625.64,1637.08,1637.08,1638.39,1619.34,1627.93,,,,
406,rule1,否,做空,2025-04-15 01:14,1634.38,2025-04-16 03:15,1599.71,105,1575分钟,2.121%,297.00%,4.7520,792.8189,止盈,是,是,,1597.17,,1634.76,1635.38,1626.70,1627.96,1627.95,1636.00,1627.08,1634.38,,,,
407,rule1,否,做空,2025-04-16 04:29,1609.52,2025-04-16 13:15,1571.58,36,540分钟,2.357%,330.00%,5.2800,798.0989,止盈,否,否,,1551.18,,1606.95,1613.19,1606.51,1612.56,1612.56,1614.78,1608.94,1609.52,,,,
408,rule1,否,做空,2025-04-16 08:44,1586.69,2025-04-17 01:45,1553.03,69,1035分钟,2.121%,297.00%,11.8800,809.9789,止盈,是,否,,1538.07,,1583.28,1593.85,1576.50,1592.82,1592.81,1595.08,1584.76,1586.69,,,,
409,rule1,否,做空,2025-04-16 10:29,1599.25,2025-04-16 13:15,1561.55,12,180分钟,2.357%,330.00%,5.2800,815.2589,止盈,否,否,,1551.18,,1596.69,1603.12,1595.72,1601.91,1601.90,1604.40,1598.07,1599.25,,,,
410,rule1,否,做空,2025-04-16 13:59,1569.36,2025-04-20 01:30,1584.51,335,5025分钟,-0.965%,-135.15%,-2.1624,813.0965,止损,是,是,,1538.07,1630.35,1566.34,1574.00,1559.03,1573.01,1573.00,1575.30,1568.52,1569.36,,,,
411,rule1,否,做多,2025-04-16 19:44,1582.84,2025-04-18 00:30,1616.42,116,1740分钟,2.121%,297.00%,2.9700,816.0665,止盈,是,是,1616.96,,,1583.54,1584.95,1578.48,1579.10,1579.10,1583.60,1576.24,1582.84,,,,
412,rule1,否,做多,2025-04-16 21:44,1577.36,2025-04-18 00:30,1610.82,108,1620分钟,2.121%,297.00%,2.9700,819.0365,止盈,是,否,1616.96,,,1577.32,1578.80,1572.11,1573.00,1573.00,1582.06,1568.31,1577.36,,,,
413,rule1,否,做多,2025-04-17 03:44,1563.79,2025-04-17 13:30,1600.65,40,600分钟,2.357%,330.00%,13.2000,832.2365,止盈,否,否,1603.69,,,1566.60,1567.93,1553.54,1554.73,1554.73,1565.53,1552.36,1563.79,,,,
414,rule1,否,做空,2025-04-17 15:44,1603.30,2025-04-17 22:30,1565.51,28,420分钟,2.357%,330.00%,13.2000,845.4365,止盈,否,否,,1563.20,,1600.35,1608.25,1599.62,1608.18,1608.19,1610.53,1602.07,1603.30,,,,
415,rule1,否,做空,2025-04-17 23:44,1582.94,2025-04-22 08:30,1549.36,420,6300分钟,2.121%,297.00%,4.7520,850.1885,止盈,是,是,,1537.26,,1584.90,1586.96,1578.09,1579.15,1579.15,1587.51,1579.14,1582.94,,,,
416,rule1,否,做多,2025-04-18 00:59,1605.38,2025-04-21 10:00,1639.44,325,4875分钟,2.121%,297.00%,2.9700,853.1585,止盈,是,是,1642.18,,,1604.91,1616.96,1600.25,1600.53,1600.53,1607.92,1598.54,1605.38,,,,
417,rule1,否,做多,2025-04-18 12:29,1583.44,2025-04-20 01:30,1617.03,149,2235分钟,2.121%,297.00%,2.9700,856.1285,止盈,是,是,1631.81,,,1584.14,1585.10,1579.55,1579.71,1579.70,1583.81,1578.75,1583.44,,,,
418,rule1,否,做空,2025-04-21 08:59,1610.09,2025-04-22 01:00,1575.93,65,975分钟,2.121%,297.00%,2.9700,859.0985,止盈,是,是,,1571.37,,1609.60,1620.37,1606.80,1614.33,1614.33,1620.49,1608.80,1610.09,,,,
419,rule1,否,做空,2025-04-21 20:29,1628.12,2025-04-22 00:45,1589.74,18,270分钟,2.357%,330.00%,3.3000,862.3985,止盈,否,否,,1587.18,,1626.34,1631.57,1626.00,1630.90,1630.89,1631.69,1627.39,1628.12,,,,
420,rule1,否,做多,2025-04-21 21:44,1623.62,2025-04-22 08:30,1607.95,44,660分钟,-0.965%,-135.15%,-2.1624,860.2361,止损,是,是,1641.82,,1543.31,1621.11,1627.27,1620.44,1627.27,1627.27,1630.50,1617.00,1623.62,,,,
421,rule1,否,做多,2025-04-22 03:14,1574.89,2025-04-22 15:30,1608.30,50,750分钟,2.121%,297.00%,4.7520,864.9881,止盈,是,是,1624.00,,,1574.97,1575.93,1567.28,1567.73,1567.73,1575.44,1564.07,1574.89,,,,
422,rule1,否,做空,2025-04-22 03:44,1575.84,2025-04-22 08:30,1538.70,20,300分钟,2.357%,330.00%,3.3000,868.2881,止盈,否,否,,1537.26,,1574.89,1580.98,1574.89,1579.15,1579.15,1581.10,1575.77,1575.84,,,,
423,rule1,否,做多,2025-04-22 11:14,1573.80,2025-04-22 15:30,1610.90,18,270分钟,2.357%,330.00%,3.3000,871.5881,止盈,否,否,1624.00,,,1572.72,1578.35,1571.60,1577.09,1577.08,1580.67,1571.21,1573.80,,,,
424,rule1,否,做多,2025-04-22 13:29,1576.73,2025-04-22 15:30,1613.90,9,135分钟,2.357%,330.00%,3.3000,874.8881,止盈,否,否,1624.00,,,1577.96,1579.67,1574.07,1574.29,1574.30,1576.92,1574.00,1576.73,,,,
425,rule1,否,做空,2025-04-22 22:29,1643.18,2025-04-22 23:00,1705.39,3,45分钟,-3.786%,-530.00%,-8.4800,866.4081,止损,否,否,,,,1642.98,1650.10,1638.02,1650.09,1650.09,1652.50,1640.72,1643.18,,,,
426,rule1,否,做空,2025-04-23 02:14,1697.94,2025-04-23 05:45,1762.22,15,225分钟,-3.786%,-530.00%,-5.3000,861.1081,止损,否,否,,,,1696.59,1702.99,1694.32,1700.42,1700.43,1707.40,1697.93,1697.94,,,,
427,rule1,否,做多,2025-04-23 08:59,1751.27,2025-04-23 10:15,1792.55,6,90分钟,2.357%,330.00%,5.2800,866.3881,止盈,否,否,1805.16,,,1753.49,1755.30,1747.19,1747.65,1747.65,1754.49,1744.95,1751.27,,,,
428,rule1,否,做空,2025-04-23 10:59,1792.21,2025-04-24 15:45,1754.19,116,1740分钟,2.121%,297.00%,2.9700,869.3581,止盈,是,是,,1751.27,,1791.28,1799.55,1787.00,1796.00,1796.00,1807.56,1791.31,1792.21,,,,
429,rule1,否,做多,2025-04-23 11:29,1787.85,2025-04-23 20:00,1829.99,35,525分钟,2.357%,330.00%,13.2000,882.5581,止盈,否,否,1830.00,,,1792.21,1793.78,1781.81,1783.04,1783.03,1788.00,1780.00,1787.85,,,,
430,rule1,否,做空,2025-04-23 16:29,1793.21,2025-04-24 15:45,1755.17,94,1410分钟,2.121%,297.00%,4.7520,887.3101,止盈,是,是,,1751.27,,1792.10,1798.87,1785.93,1797.72,1797.72,1801.47,1791.07,1793.21,,,,
431,rule1,否,做多,2025-04-23 22:14,1796.09,2025-04-26 16:15,1834.19,265,3975分钟,2.121%,297.00%,11.8800,899.1901,止盈,是,是,1841.16,,,1797.71,1809.64,1782.83,1786.87,1786.86,1803.30,1782.81,1796.09,,,,
432,rule1,否,做空,2025-04-23 23:44,1779.80,2025-04-24 16:15,1742.04,67,1005分钟,2.121%,297.00%,11.8800,911.0701,止盈,是,是,,1735.19,,1779.86,1782.39,1761.62,1766.30,1766.30,1788.31,1762.93,1779.80,,,,
433,rule1,否,做多,2025-04-24 23:44,1770.60,2025-04-25 22:45,1808.16,93,1395分钟,2.121%,297.00%,4.7520,915.8221,止盈,是,是,1813.70,,,1773.90,1777.67,1766.06,1766.43,1766.43,1773.50,1763.32,1770.60,,,,
434,rule1,否,做空,2025-04-25 00:44,1771.70,2025-04-27 08:15,1788.80,223,3345分钟,-0.965%,-135.15%,-2.1624,913.6597,止损,是,是,,1738.60,1842.92,1768.40,1775.61,1768.40,1775.21,1775.21,1777.50,1771.18,1771.70,,,,
435,rule1,否,做多,2025-04-25 01:59,1755.41,2025-04-25 17:45,1792.65,64,960分钟,2.121%,297.00%,11.8800,925.5397,止盈,是,否,1793.29,,,1759.51,1761.19,1748.54,1750.20,1750.20,1756.31,1746.39,1755.41,,,,
436,rule1,否,做多,2025-04-25 21:44,1771.80,2025-04-25 22:45,1813.56,5,75分钟,2.357%,330.00%,5.2800,930.8197,止盈,否,否,1813.70,,,1773.43,1776.10,1764.65,1766.29,1766.29,1775.40,1757.25,1771.80,,,,
