交易序号,策略类型,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓分钟,价格变动%,合约收益%,本次盈亏USDT,累计盈亏USDT,出场原因,跟踪止损,弱势收紧,仓位大小,K1开,K1高,K1低,K1收,K2开,K2高,K2低,K2收
631,rule1,做多,2025-06-23 01:30,2235.08,2025-06-23 13:30,2282.50,49,735,2.121,297.00,4.7520,434.0158,止盈,是,是,1.6,2237.49,2238.63,2229.62,2229.91,2229.90,2236.00,2225.00,2235.08
632,rule1,做空,2025-06-23 00:45,2240.93,2025-06-23 16:30,2193.39,64,960,2.121,297.00,11.8800,445.8958,止盈,是,是,4.0,2233.66,2254.60,2225.52,2251.93,2251.94,2260.42,2238.10,2240.93
633,rule1,做多,2025-06-23 16:30,2220.86,2025-06-23 17:15,2273.21,4,60,2.357,330.00,13.2000,459.0958,止盈,否,否,4.0,2229.85,2236.29,2207.03,2210.67,2210.67,2227.29,2188.00,2220.86
634,rule1,做空,2025-06-22 21:45,2179.11,2025-06-23 19:30,2319.28,88,1320,6.432,-900.54,-14.4087,444.6871,跟踪止损,是,是,1.6,2179.64,2187.48,2173.61,2187.06,2187.06,2190.20,2173.96,2179.11
635,rule1,做多,2025-06-23 22:30,2395.30,2025-06-24 09:15,2446.11,44,660,2.121,297.00,11.8800,456.5671,止盈,是,是,4.0,2404.00,2438.68,2391.13,2426.23,2426.23,2432.00,2385.00,2395.30
636,rule1,做多,2025-06-24 22:00,2438.89,2025-06-26 02:45,2490.63,116,1740,2.121,297.00,4.7520,461.3191,止盈,是,是,1.6,2437.40,2446.31,2437.39,2445.24,2445.23,2445.23,2434.02,2438.89
637,rule1,做多,2025-06-24 23:15,2436.99,2025-06-26 02:45,2488.69,111,1665,2.121,297.00,4.7520,466.0711,止盈,是,是,1.6,2441.61,2442.63,2430.73,2432.18,2432.17,2437.00,2430.70,2436.99
638,rule1,做空,2025-06-24 15:45,2438.10,2025-06-27 01:00,2386.38,230,3450,2.121,297.00,2.9700,469.0411,止盈,是,是,1.0,2436.72,2441.35,2425.01,2429.41,2429.41,2454.73,2426.70,2438.10
639,rule1,做多,2025-06-27 13:00,2435.42,2025-06-29 22:30,2487.09,231,3465,2.121,297.00,4.7520,473.7931,止盈,是,是,1.6,2438.56,2440.91,2427.25,2429.97,2429.97,2435.42,2425.38,2435.42
640,rule1,做多,2025-06-26 12:00,2445.00,2025-06-29 22:45,2496.87,332,4980,2.121,297.00,2.9700,476.7631,止盈,是,是,1.0,2443.81,2452.78,2443.10,2450.36,2450.35,2454.77,2441.82,2445.00
641,rule1,做空,2025-06-29 23:00,2506.95,2025-06-30 09:45,2453.77,44,660,2.121,297.00,4.7520,481.5151,止盈,是,否,1.6,2492.85,2510.47,2490.85,2501.72,2501.72,2525.00,2501.72,2506.95
642,rule1,做多,2025-06-30 13:30,2463.46,2025-06-30 20:15,2521.53,28,420,2.357,330.00,5.2800,486.7951,止盈,否,否,1.6,2463.93,2474.48,2463.29,2473.24,2473.24,2474.66,2459.70,2463.46
643,rule1,做多,2025-06-26 08:15,2490.13,2025-07-02 01:15,2373.50,549,8235,4.684,-655.72,-10.4915,476.3036,跟踪止损,是,是,1.6,2489.88,2498.50,2489.67,2498.50,2498.50,2500.40,2489.49,2490.13
644,rule1,做多,2025-07-01 15:30,2421.51,2025-07-02 15:00,2472.88,95,1425,2.121,297.00,2.9700,479.2736,止盈,是,是,1.0,2419.21,2425.87,2418.98,2425.05,2425.05,2431.80,2418.58,2421.51
645,rule1,做空,2025-06-24 11:30,2408.04,2025-07-02 16:00,2515.38,787,11805,4.458,-624.06,-9.9850,469.2887,跟踪止损,是,是,1.6,2409.70,2418.30,2397.72,2417.70,2417.69,2421.20,2404.18,2408.04
646,rule1,做空,2025-07-01 21:15,2413.56,2025-07-02 17:15,2577.45,81,1215,6.791,-950.67,-15.2108,454.0779,跟踪止损,是,是,1.6,2415.08,2415.08,2404.22,2405.99,2406.00,2418.35,2405.54,2413.56
647,rule1,做多,2025-07-02 17:30,2565.00,2025-07-03 13:30,2619.41,81,1215,2.121,297.00,11.8800,465.9579,止盈,是,是,4.0,2564.16,2589.28,2564.15,2581.09,2581.09,2583.44,2555.15,2565.00
648,rule1,做多,2025-07-03 04:00,2566.01,2025-07-03 13:30,2626.49,39,585,2.357,330.00,3.3000,469.2579,止盈,是,是,1.0,2568.40,2568.41,2560.00,2561.23,2561.22,2566.50,2559.34,2566.01
649,rule1,做空,2025-07-02 19:15,2582.61,2025-07-04 08:00,2527.82,148,2220,2.121,297.00,4.7520,474.0099,止盈,是,是,1.6,2582.38,2583.42,2567.38,2573.42,2573.43,2585.45,2571.18,2582.61
650,rule1,做空,2025-07-03 17:15,2572.76,2025-07-04 14:00,2518.18,84,1260,2.121,297.00,4.7520,478.7619,止盈,是,是,1.6,2572.05,2580.00,2572.00,2580.00,2579.99,2581.00,2572.39,2572.76
651,rule1,做空,2025-07-04 08:45,2547.00,2025-07-04 16:00,2486.96,30,450,2.357,330.00,5.2800,484.0419,止盈,否,否,1.6,2544.98,2553.88,2541.79,2553.84,2553.84,2554.08,2545.25,2547.00
652,rule1,做空,2025-07-06 22:00,2596.07,2025-07-07 13:15,2541.00,62,930,2.121,297.00,4.7520,488.7939,止盈,是,是,1.6,2596.02,2598.49,2582.81,2587.69,2587.70,2605.00,2587.70,2596.07
653,rule1,做多,2025-07-07 17:00,2531.13,2025-07-08 11:00,2584.83,73,1095,2.121,297.00,4.7520,493.5459,止盈,是,是,1.6,2535.44,2535.99,2522.49,2524.21,2524.20,2531.73,2517.00,2531.13
654,rule1,做多,2025-07-06 16:00,2551.28,2025-07-08 17:00,2605.40,197,2955,2.121,297.00,2.9700,496.5159,止盈,是,是,1.0,2552.13,2558.72,2550.08,2558.72,2558.71,2560.81,2550.00,2551.28
655,rule1,做多,2025-07-06 17:15,2551.61,2025-07-08 17:00,2605.74,192,2880,2.121,297.00,2.9700,499.4859,止盈,是,是,1.0,2552.13,2552.49,2544.84,2545.99,2545.99,2552.50,2543.78,2551.61
656,rule1,做多,2025-07-03 09:00,2597.98,2025-07-09 12:15,2653.09,590,8850,2.121,297.00,4.7520,504.2379,止盈,是,是,1.6,2598.09,2598.33,2587.64,2588.37,2588.37,2597.99,2586.73,2597.98
657,rule1,做多,2025-07-08 21:00,2606.90,2025-07-09 12:15,2662.20,62,930,2.121,297.00,4.7520,508.9899,止盈,是,是,1.6,2607.66,2607.66,2598.41,2598.42,2598.42,2606.90,2596.85,2606.90
658,rule1,做空,2025-07-08 14:30,2578.81,2025-07-09 19:30,2745.17,117,1755,6.451,-903.13,-9.0313,499.9586,跟踪止损,是,是,1.0,2576.05,2579.56,2566.35,2570.34,2570.34,2580.00,2569.65,2578.81
659,rule1,做空,2025-07-08 19:45,2610.61,2025-07-09 19:30,2745.17,96,1440,5.154,-721.59,-7.2159,492.7427,跟踪止损,是,是,1.0,2612.00,2612.59,2601.57,2606.17,2606.17,2612.64,2603.88,2610.61
660,rule1,做多,2025-07-09 18:45,2718.33,2025-07-09 19:45,2782.40,5,75,2.357,330.00,3.3000,496.0427,止盈,否,否,1.0,2719.12,2721.19,2710.00,2711.11,2711.11,2719.27,2708.78,2718.33
661,rule1,做多,2025-07-10 04:15,2771.23,2025-07-10 17:00,2830.02,52,780,2.121,297.00,4.7520,500.7947,止盈,是,是,1.6,2776.13,2776.13,2765.56,2766.24,2766.23,2772.34,2765.53,2771.23
662,rule1,做多,2025-07-09 23:15,2777.16,2025-07-10 18:00,2836.08,76,1140,2.121,297.00,2.9700,503.7647,止盈,是,是,1.0,2780.01,2780.01,2772.31,2772.31,2772.31,2783.16,2771.81,2777.16
663,rule1,做多,2025-07-10 12:15,2775.74,2025-07-10 21:15,2841.17,37,555,2.357,330.00,5.2800,509.0447,止盈,否,否,1.6,2778.69,2778.69,2768.31,2769.12,2769.13,2777.10,2767.67,2775.74
664,rule1,做空,2025-07-10 18:00,2819.82,2025-07-10 21:15,2926.57,14,210,3.786,-530.00,-8.4800,500.5647,止损,否,否,1.6,2818.39,2834.96,2810.59,2830.37,2830.38,2840.69,2819.32,2819.82
665,rule1,做空,2025-07-10 19:15,2813.84,2025-07-10 21:15,2920.36,9,135,3.786,-530.00,-5.3000,495.2647,止损,否,否,1.0,2811.39,2821.86,2810.29,2819.79,2819.80,2821.88,2810.49,2813.84
666,rule1,做空,2025-07-10 08:15,2789.38,2025-07-10 21:30,2935.17,54,810,5.227,-731.73,-7.3173,487.9474,跟踪止损,是,是,1.0,2791.08,2791.25,2783.04,2784.50,2784.50,2794.54,2784.50,2789.38
667,rule1,做多,2025-07-10 23:00,2967.81,2025-07-11 09:30,3030.77,43,645,2.121,297.00,4.7520,492.6994,止盈,是,是,1.6,2963.83,2976.99,2962.76,2973.88,2973.88,2974.63,2961.21,2967.81
668,rule1,做空,2025-07-11 06:15,3017.00,2025-07-11 15:45,2945.88,39,585,2.357,330.00,3.3000,495.9994,止盈,是,是,1.0,3004.88,3021.66,3003.36,3012.19,3012.20,3026.75,3009.81,3017.00
669,rule1,做多,2025-07-11 17:30,2984.41,2025-07-14 03:30,3047.72,233,3495,2.121,297.00,4.7520,500.7514,止盈,是,是,1.6,2979.70,2999.57,2978.41,2990.00,2989.99,2991.88,2976.78,2984.41
670,rule1,做多,2025-07-11 18:30,2990.84,2025-07-14 04:30,3054.29,233,3495,2.121,297.00,2.9700,503.7214,止盈,是,是,1.0,2993.95,2998.92,2983.52,2985.22,2985.23,2993.22,2983.51,2990.84
671,rule1,做空,2025-07-11 00:00,2943.99,2025-07-14 10:30,3078.08,331,4965,4.555,-637.66,-6.3766,497.3447,跟踪止损,是,是,1.0,2944.45,2956.40,2940.47,2951.29,2951.29,2958.00,2943.73,2943.99
672,rule1,做多,2025-07-11 09:45,3014.99,2025-07-14 10:30,3078.95,292,4380,2.121,297.00,2.9700,500.3147,止盈,是,是,1.0,3016.53,3040.15,3012.30,3024.01,3024.01,3030.50,3008.78,3014.99
673,rule1,做空,2025-07-14 20:45,3003.98,2025-07-15 03:00,2933.17,26,390,2.357,330.00,3.3000,503.6147,止盈,否,否,1.0,3001.71,3009.39,2998.85,3008.21,3008.22,3011.50,3002.51,3003.98
674,rule1,做多,2025-07-15 01:45,2976.70,2025-07-15 13:30,3039.85,48,720,2.121,297.00,11.8800,515.4947,止盈,是,是,4.0,2977.42,2996.75,2975.00,2995.29,2995.30,3000.75,2970.71,2976.70
675,rule1,做多,2025-07-15 08:15,2974.89,2025-07-15 13:45,3045.01,23,345,2.357,330.00,3.3000,518.7947,止盈,否,否,1.0,2977.50,2978.50,2967.51,2969.01,2969.02,2976.50,2958.84,2974.89
676,rule1,做多,2025-07-14 11:15,3063.15,2025-07-15 23:00,3128.13,144,2160,2.121,297.00,2.9700,521.7647,止盈,是,是,1.0,3066.78,3083.00,3062.60,3073.91,3073.90,3077.47,3055.48,3063.15
677,rule1,做多,2025-07-14 11:30,3073.30,2025-07-15 23:00,3138.50,143,2145,2.121,297.00,4.7520,526.5167,止盈,是,是,1.6,3073.90,3077.47,3055.48,3063.15,3063.16,3073.87,3055.37,3073.30
678,rule1,做多,2025-07-15 14:15,3047.85,2025-07-15 23:00,3119.69,36,540,2.357,330.00,5.2800,531.7967,止盈,否,否,1.6,3051.70,3064.41,3045.10,3062.99,3063.00,3063.89,3043.10,3047.85
679,rule1,做多,2025-07-16 09:45,3162.24,2025-07-16 14:30,3236.78,20,300,2.357,330.00,5.2800,537.0767,止盈,否,否,1.6,3163.57,3167.32,3148.34,3151.80,3151.81,3162.47,3147.49,3162.24
680,rule1,做空,2025-07-15 15:15,2998.68,2025-07-16 16:15,3267.49,101,1515,8.964,-1255.01,-20.0802,516.9966,跟踪止损,是,是,1.6,2977.94,3000.10,2968.00,2990.50,2990.49,3002.41,2984.77,2998.68
681,rule1,做空,2025-07-16 10:00,3155.39,2025-07-16 16:30,3274.84,27,405,3.786,-530.00,-8.4800,508.5166,止损,否,否,1.6,3151.81,3162.47,3147.49,3162.24,3162.25,3162.90,3153.13,3155.39
682,rule1,做空,2025-07-16 15:45,3244.49,2025-07-16 18:30,3367.32,12,180,3.786,-530.00,-8.4800,500.0366,止损,否,否,1.6,3247.01,3247.33,3207.44,3232.09,3232.10,3249.20,3225.32,3244.49
683,rule1,做空,2025-07-16 07:00,3156.51,2025-07-16 20:00,3386.40,53,795,7.283,-1019.64,-10.1964,489.8402,跟踪止损,是,是,1.0,3156.00,3166.25,3153.42,3165.23,3165.22,3169.00,3154.58,3156.51
684,rule1,做空,2025-07-16 16:45,3285.24,2025-07-16 20:00,3409.61,14,210,3.786,-530.00,-8.4800,481.3602,止损,否,否,1.6,3263.50,3287.22,3255.25,3276.60,3276.60,3293.50,3269.93,3285.24
685,rule1,做多,2025-07-17 03:30,3328.00,2025-07-17 06:15,3406.45,12,180,2.357,330.00,5.2800,486.6402,止盈,否,否,1.6,3332.68,3341.00,3317.72,3321.59,3321.59,3329.98,3314.05,3328.00
686,rule1,做多,2025-07-16 22:15,3374.63,2025-07-17 07:30,3454.17,38,570,2.357,330.00,5.2800,491.9202,止盈,是,是,1.6,3374.01,3390.83,3374.01,3384.25,3384.24,3388.00,3372.69,3374.63
687,rule1,做空,2025-07-17 02:00,3348.01,2025-07-17 09:15,3474.76,30,450,3.786,-530.00,-5.3000,486.6202,止损,否,否,1.0,3347.98,3348.60,3310.77,3338.21,3338.21,3354.48,3333.10,3348.01
688,rule1,做空,2025-07-17 02:30,3349.58,2025-07-17 09:15,3476.39,28,420,3.786,-530.00,-5.3000,481.3202,止损,否,否,1.0,3348.01,3361.62,3345.78,3357.06,3357.07,3361.90,3348.00,3349.58
689,rule1,做多,2025-07-17 16:30,3397.51,2025-07-17 21:00,3477.59,19,285,2.357,330.00,13.2000,494.5202,止盈,否,否,4.0,3406.80,3407.17,3380.00,3387.56,3387.60,3412.62,3364.43,3397.51
690,rule1,做空,2025-07-17 20:30,3406.34,2025-07-18 00:45,3535.29,18,270,3.786,-530.00,-5.3000,489.2202,止损,否,否,1.0,3393.57,3407.43,3372.51,3401.79,3401.78,3417.00,3398.57,3406.34
691,rule1,做空,2025-07-17 12:45,3425.61,2025-07-18 01:00,3574.86,50,750,4.357,-609.97,-24.3987,464.8215,跟踪止损,是,是,4.0,3415.53,3438.45,3413.00,3437.02,3437.00,3439.00,3425.07,3425.61
692,rule1,做空,2025-07-17 18:30,3426.94,2025-07-18 01:00,3556.67,27,405,3.786,-530.00,-5.3000,459.5215,止损,否,否,1.0,3423.28,3436.89,3419.99,3431.11,3431.11,3442.63,3425.53,3426.94
693,rule1,做空,2025-07-18 08:15,3623.90,2025-07-18 15:15,3538.48,29,435,2.357,330.00,3.3000,462.8215,止盈,否,否,1.0,3604.10,3624.37,3601.94,3613.94,3613.93,3628.12,3612.21,3623.90
694,rule1,做空,2025-07-18 16:45,3573.19,2025-07-18 20:15,3488.96,15,225,2.357,330.00,5.2800,468.1015,止盈,否,否,1.6,3572.47,3587.08,3560.69,3583.22,3583.21,3588.79,3566.75,3573.19
695,rule1,做多,2025-07-19 12:15,3549.09,2025-07-20 01:15,3624.38,53,795,2.121,297.00,2.9700,471.0715,止盈,是,是,1.0,3552.75,3555.49,3540.00,3542.40,3542.41,3558.20,3539.02,3549.09
696,rule1,做多,2025-07-18 02:00,3605.36,2025-07-20 03:30,3681.85,199,2985,2.121,297.00,4.7520,475.8235,止盈,是,是,1.6,3603.60,3625.60,3593.75,3614.89,3614.89,3617.96,3588.25,3605.36
697,rule1,做多,2025-07-18 07:15,3646.80,2025-07-20 09:00,3724.16,200,3000,2.121,297.00,2.9700,478.7935,止盈,是,是,1.0,3650.73,3669.74,3631.56,3640.31,3640.32,3653.38,3627.83,3646.80
698,rule1,做多,2025-07-18 06:00,3651.63,2025-07-20 11:15,3729.10,214,3210,2.121,297.00,11.8800,490.6735,止盈,是,是,4.0,3649.00,3673.84,3645.35,3669.90,3669.91,3669.91,3640.00,3651.63
699,rule1,做多,2025-07-20 05:30,3645.29,2025-07-20 11:30,3731.21,25,375,2.357,330.00,3.3000,493.9735,止盈,否,否,1.0,3648.68,3650.67,3638.38,3639.19,3639.20,3650.04,3636.06,3645.29
700,rule1,做空,2025-07-20 16:00,3776.48,2025-07-20 22:15,3687.46,26,390,2.357,330.00,5.2800,499.2535,止盈,否,否,1.6,3770.57,3790.00,3768.45,3786.05,3786.06,3794.70,3769.12,3776.48
701,rule1,做多,2025-07-20 14:00,3741.31,2025-07-21 11:15,3820.68,86,1290,2.121,297.00,2.9700,502.2235,止盈,是,是,1.0,3738.78,3753.40,3738.78,3748.85,3748.84,3755.84,3729.13,3741.31
702,rule1,做空,2025-07-21 11:30,3812.53,2025-07-21 19:30,3722.66,33,495,2.357,330.00,5.2800,507.5035,止盈,否,否,1.6,3806.43,3830.00,3800.35,3819.51,3819.51,3837.00,3811.68,3812.53
703,rule1,做多,2025-07-20 16:15,3791.49,2025-07-22 08:15,3628.40,161,2415,4.301,-602.21,-6.0221,501.4814,跟踪止损,是,是,1.0,3786.06,3794.70,3769.12,3776.48,3776.49,3791.49,3762.66,3791.49
704,rule1,做多,2025-07-21 06:30,3785.47,2025-07-22 08:15,3628.40,104,1560,4.149,-580.90,-9.2944,492.1870,跟踪止损,是,是,1.6,3786.52,3812.49,3784.00,3803.56,3803.56,3804.01,3782.43,3785.47
705,rule1,做多,2025-07-22 09:15,3644.64,2025-07-22 16:00,3730.55,28,420,2.357,330.00,13.2000,505.3870,止盈,否,否,4.0,3649.99,3650.24,3627.99,3631.52,3631.52,3652.11,3616.54,3644.64
706,rule1,做多,2025-07-22 14:00,3670.75,2025-07-23 00:15,3748.62,42,630,2.121,297.00,11.8800,517.2670,止盈,是,否,4.0,3692.88,3693.05,3633.47,3647.93,3647.94,3671.46,3625.42,3670.75
707,rule1,做空,2025-07-23 03:30,3743.75,2025-07-23 09:30,3655.50,25,375,2.357,330.00,5.2800,522.5470,止盈,否,否,1.6,3740.62,3755.00,3731.00,3753.99,3753.99,3758.88,3742.55,3743.75
708,rule1,做空,2025-07-20 04:30,3648.58,2025-07-23 16:45,3571.18,338,5070,2.121,297.00,4.7520,527.2990,止盈,是,是,1.6,3643.38,3658.00,3638.00,3656.15,3656.16,3666.22,3648.58,3648.58
709,rule1,做多,2025-07-22 01:15,3743.01,2025-07-23 21:15,3538.35,177,2655,5.468,-765.50,-30.6199,496.6791,跟踪止损,是,是,4.0,3742.95,3746.04,3713.52,3719.69,3719.71,3743.55,3696.18,3743.01
710,rule1,做多,2025-07-24 04:00,3656.27,2025-07-24 07:00,3517.85,13,195,3.786,-530.00,-21.2000,475.4791,止损,否,否,4.0,3661.12,3661.76,3639.03,3641.19,3641.19,3657.57,3636.01,3656.27
711,rule1,做多,2025-07-23 13:00,3649.04,2025-07-24 14:45,3726.45,104,1560,2.121,297.00,4.7520,480.2311,止盈,是,是,1.6,3653.90,3665.62,3634.00,3640.25,3640.24,3651.32,3630.00,3649.04
712,rule1,做空,2025-07-23 20:45,3568.00,2025-07-24 14:45,3713.02,73,1095,4.064,-569.03,-5.6903,474.5408,跟踪止损,是,是,1.0,3566.63,3574.40,3543.01,3574.30,3574.29,3579.16,3562.57,3568.00
713,rule1,做空,2025-07-24 19:45,3732.79,2025-07-25 01:15,3644.80,23,345,2.357,330.00,3.3000,477.8408,止盈,否,否,1.0,3735.99,3737.11,3720.00,3727.49,3727.50,3744.69,3723.24,3732.79
714,rule1,做多,2025-07-24 16:45,3686.69,2025-07-26 02:30,3764.90,136,2040,2.121,297.00,11.8800,489.7208,止盈,是,是,4.0,3692.15,3699.48,3672.52,3673.26,3673.26,3692.24,3666.74,3686.69
715,rule1,做多,2025-07-24 19:30,3727.49,2025-07-27 05:15,3806.57,232,3480,2.121,297.00,4.7520,494.4728,止盈,是,是,1.6,3748.36,3752.04,3726.05,3735.98,3735.99,3737.11,3720.00,3727.49
716,rule1,做空,2025-07-25 06:45,3631.61,2025-07-27 10:30,3817.65,208,3120,5.123,-717.21,-11.4753,482.9975,跟踪止损,是,是,1.6,3623.90,3641.60,3616.63,3640.08,3640.08,3643.78,3627.28,3631.61
717,rule1,做多,2025-07-23 02:45,3745.56,2025-07-27 10:45,3825.02,417,6255,2.121,297.00,4.7520,487.7495,止盈,是,是,1.6,3749.51,3764.20,3729.98,3731.94,3731.94,3747.44,3724.15,3745.56
718,rule1,做多,2025-07-27 15:15,3805.32,2025-07-28 02:30,3886.05,46,690,2.121,297.00,4.7520,492.5015,止盈,是,否,1.6,3809.44,3812.40,3795.72,3798.01,3798.01,3810.50,3793.48,3805.32
719,rule1,做空,2025-07-27 22:45,3864.13,2025-07-28 14:15,3782.16,63,945,2.121,297.00,4.7520,497.2535,止盈,是,是,1.6,3855.68,3875.10,3849.74,3873.94,3873.93,3879.82,3860.10,3864.13
720,rule1,做空,2025-07-28 04:00,3872.39,2025-07-28 14:15,3790.24,42,630,2.121,297.00,2.9700,500.2235,止盈,是,是,1.0,3868.65,3879.82,3868.30,3879.81,3879.81,3890.00,3872.39,3872.39
721,rule1,做空,2025-07-28 10:00,3882.43,2025-07-28 14:15,3790.92,18,270,2.357,330.00,5.2800,505.5035,止盈,否,否,1.6,3878.03,3895.94,3878.02,3894.24,3894.24,3897.26,3882.00,3882.43
722,rule1,做多,2025-07-28 19:45,3797.36,2025-07-29 07:45,3877.92,49,735,2.121,297.00,11.8800,517.3835,止盈,是,是,4.0,3799.50,3799.51,3770.02,3772.14,3772.14,3798.49,3764.70,3797.36
